retailer,retailer_id,invoice_date,region,state,city,gender_type,product_category,price_per_unit,units_sold,total_sales,operating_profit,operating_margin,sales_method
Foot Locker,1185732,2021-05-13,Northeast,Delaware,Wilmington,Men,Apparel,50,74,3700.0,1554.0,0.42,Online
Foot Locker,1185732,2021-05-13,Northeast,Delaware,Wilmington,Women,Apparel,54,104,5616.0,3088.8,0.55,Online
Foot Locker,1185732,2021-06-15,Northeast,Delaware,Wilmington,Men,Street Footwear,51,189,9639.0,4433.94,0.46,Online
Foot Locker,1185732,2021-06-15,Northeast,Delaware,Wilmington,Men,Athletic Footwear,48,120,5760.0,2592.0,0.45,Online
Foot Locker,1185732,2021-06-15,Northeast,Delaware,Wilmington,Women,Street Footwear,43,85,3655.0,1937.15,0.53,Online
Foot Locker,1185732,2021-06-15,Northeast,Delaware,Wilmington,Women,Athletic Footwear,41,75,3075.0,1691.25,0.55,Online
Foot Locker,1185732,2021-06-15,Northeast,Delaware,Wilmington,Men,Apparel,50,75,3750.0,1500.0,0.4,Online
Foot Locker,1185732,2021-06-15,Northeast,Delaware,Wilmington,Women,Apparel,56,135,7560.0,4006.8,0.53,Online
Foot Locker,1185732,2021-07-13,Northeast,Delaware,Wilmington,Men,Street Footwear,53,182,9646.0,4823.0,0.5,Online
Foot Locker,1185732,2021-07-13,Northeast,Delaware,Wilmington,Men,Athletic Footwear,47,119,5593.0,2516.85,0.45,Online
Foot Locker,1185732,2021-07-13,Northeast,Delaware,Wilmington,Women,Street Footwear,41,102,4182.0,2258.28,0.54,Online
Foot Locker,1185732,2021-07-13,Northeast,Delaware,Wilmington,Women,Athletic Footwear,43,90,3870.0,2051.1,0.53,Online
Foot Locker,1185732,2021-07-13,Northeast,Delaware,Wilmington,Men,Apparel,51,94,4794.0,1965.54,0.41,Online
Foot Locker,1185732,2021-07-13,Northeast,Delaware,Wilmington,Women,Apparel,55,145,7975.0,3987.5,0.5,Online
Foot Locker,1185732,2021-08-14,Northeast,Delaware,Wilmington,Men,Street Footwear,50,163,8150.0,3993.5,0.49,Online
Foot Locker,1185732,2021-08-14,Northeast,Delaware,Wilmington,Men,Athletic Footwear,47,128,6016.0,2767.36,0.46,Online
Foot Locker,1185732,2021-08-14,Northeast,Delaware,Wilmington,Women,Street Footwear,42,105,4410.0,2205.0,0.5,Online
Foot Locker,1185732,2021-08-14,Northeast,Delaware,Wilmington,Women,Athletic Footwear,41,63,2583.0,1291.5,0.5,Online
Foot Locker,1185732,2021-08-14,Northeast,Delaware,Wilmington,Men,Apparel,50,63,3150.0,1417.5,0.45,Online
Foot Locker,1185732,2021-08-14,Northeast,Delaware,Wilmington,Women,Apparel,59,120,7080.0,3681.6,0.52,Online
Foot Locker,1185732,2021-09-13,Northeast,Delaware,Wilmington,Men,Street Footwear,50,142,7100.0,3479.0,0.49,Online
Foot Locker,1185732,2021-09-13,Northeast,Delaware,Wilmington,Men,Athletic Footwear,47,85,3995.0,1797.75,0.45,Online
Foot Locker,1185732,2021-09-13,Northeast,Delaware,Wilmington,Women,Street Footwear,43,61,2623.0,1337.73,0.51,Online
Foot Locker,1185732,2021-09-13,Northeast,Delaware,Wilmington,Women,Athletic Footwear,41,60,2460.0,1254.6,0.51,Online
Foot Locker,1185732,2021-09-13,Northeast,Delaware,Wilmington,Men,Apparel,50,60,3000.0,1320.0,0.44,Online
Foot Locker,1185732,2021-09-13,Northeast,Delaware,Wilmington,Women,Apparel,58,84,4872.0,2630.88,0.54,Online
Foot Locker,1185732,2021-10-15,Northeast,Delaware,Wilmington,Men,Street Footwear,56,128,7168.0,3225.6,0.45,Online
Foot Locker,1185732,2021-10-15,Northeast,Delaware,Wilmington,Men,Athletic Footwear,51,90,4590.0,2111.4,0.46,Online
Foot Locker,1185732,2021-10-15,Northeast,Delaware,Wilmington,Women,Street Footwear,50,52,2600.0,1430.0,0.55,Online
Foot Locker,1185732,2021-10-15,Northeast,Delaware,Wilmington,Women,Athletic Footwear,52,44,2288.0,1144.0,0.5,Online
Foot Locker,1185732,2021-10-15,Northeast,Delaware,Wilmington,Men,Apparel,62,49,3038.0,1215.2,0.4,Online
Foot Locker,1185732,2021-10-19,Northeast,New Hampshire,Manchester,Men,Street Footwear,70,475,332500.0,133000.0,0.4,Outlet
Foot Locker,1185732,2021-10-19,Northeast,New Hampshire,Manchester,Men,Athletic Footwear,65,300,195000.0,78000.0,0.4,Outlet
Foot Locker,1185732,2021-10-19,Northeast,New Hampshire,Manchester,Women,Street Footwear,65,200,130000.0,39000.0,0.3,Outlet
Foot Locker,1185732,2021-10-19,Northeast,New Hampshire,Manchester,Women,Athletic Footwear,65,175,113750.0,34125.0,0.3,Outlet
Foot Locker,1185732,2021-10-19,Northeast,New Hampshire,Manchester,Men,Apparel,75,175,131250.0,39375.0,0.3,Outlet
Foot Locker,1185732,2021-10-19,Northeast,New Hampshire,Manchester,Women,Apparel,80,300,240000.0,84000.0,0.35,Outlet
Foot Locker,1185732,2021-11-18,Northeast,New Hampshire,Manchester,Men,Street Footwear,75,450,337500.0,135000.0,0.4,Outlet
Foot Locker,1185732,2021-11-18,Northeast,New Hampshire,Manchester,Men,Athletic Footwear,65,325,211250.0,84500.0,0.4,Outlet
Foot Locker,1185732,2021-11-18,Northeast,New Hampshire,Manchester,Women,Street Footwear,65,345,224250.0,67275.0,0.3,Outlet
Foot Locker,1185732,2021-11-18,Northeast,New Hampshire,Manchester,Women,Athletic Footwear,65,325,211250.0,63375.0,0.3,Outlet
Foot Locker,1185732,2021-11-18,Northeast,New Hampshire,Manchester,Men,Apparel,75,300,225000.0,67500.0,0.3,Outlet
Foot Locker,1185732,2021-11-18,Northeast,New Hampshire,Manchester,Women,Apparel,80,400,320000.0,112000.0,0.35,Outlet
Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Men,Street Footwear,75,625,468750.0,187500.0,0.4,Outlet
Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Men,Athletic Footwear,65,425,276250.0,110500.0,0.4,Outlet
Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Women,Street Footwear,65,400,260000.0,78000.0,0.3,Outlet
Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Women,Athletic Footwear,65,350,227500.0,68250.0,0.3,Outlet
Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Men,Apparel,75,350,262500.0,78750.0,0.3,Outlet
Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Women,Apparel,80,450,360000.0,126000.0,0.35,Outlet
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Men,Street Footwear,55,500,275000.0,96250.0,0.35,Outlet
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Men,Athletic Footwear,55,300,165000.0,57750.0,0.35,Outlet
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Women,Street Footwear,45,300,135000.0,33750.0,0.25,Outlet
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Women,Athletic Footwear,50,150,75000.0,18750.0,0.25,Outlet
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Men,Apparel,65,200,130000.0,32500.0,0.25,Outlet
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Women,Apparel,55,300,165000.0,49500.0,0.3,Outlet
Foot Locker,1185732,2021-02-22,Northeast,New Hampshire,Manchester,Men,Street Footwear,55,575,316250.0,110687.5,0.35,Outlet
Foot Locker,1185732,2021-02-22,Northeast,New Hampshire,Manchester,Men,Athletic Footwear,55,225,123750.0,43312.5,0.35,Outlet
Foot Locker,1185732,2021-02-22,Northeast,New Hampshire,Manchester,Women,Street Footwear,45,275,123750.0,30937.5,0.25,Outlet
Foot Locker,1185732,2021-10-19,Northeast,New Hampshire,Manchester,Men,Street Footwear,64,119,7616.0,4036.48,0.53,Online
Foot Locker,1185732,2021-10-19,Northeast,New Hampshire,Manchester,Men,Athletic Footwear,62,84,5208.0,2760.24,0.53,Online
Foot Locker,1185732,2021-10-19,Northeast,New Hampshire,Manchester,Women,Street Footwear,59,54,3186.0,1401.84,0.44,Online
Foot Locker,1185732,2021-10-19,Northeast,New Hampshire,Manchester,Women,Athletic Footwear,62,47,2914.0,1253.02,0.43,Online
Foot Locker,1185732,2021-10-19,Northeast,New Hampshire,Manchester,Men,Apparel,71,46,3266.0,1404.38,0.43,Online
Foot Locker,1185732,2021-10-19,Northeast,New Hampshire,Manchester,Women,Apparel,72,81,5832.0,2799.36,0.48,Online
Foot Locker,1185732,2021-11-18,Northeast,New Hampshire,Manchester,Men,Street Footwear,68,117,7956.0,4216.68,0.53,Online
Foot Locker,1185732,2021-11-18,Northeast,New Hampshire,Manchester,Men,Athletic Footwear,62,98,6076.0,3159.52,0.52,Online
Foot Locker,1185732,2021-11-18,Northeast,New Hampshire,Manchester,Women,Street Footwear,63,104,6552.0,2948.4,0.45,Online
Foot Locker,1185732,2021-11-18,Northeast,New Hampshire,Manchester,Women,Athletic Footwear,64,85,5440.0,2176.0,0.4,Online
Foot Locker,1185732,2021-11-18,Northeast,New Hampshire,Manchester,Men,Apparel,71,81,5751.0,2415.42,0.42,Online
Foot Locker,1185732,2021-11-18,Northeast,New Hampshire,Manchester,Women,Apparel,78,116,9048.0,4252.56,0.47,Online
Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Men,Street Footwear,71,169,11999.0,6599.45,0.55,Online
Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Men,Athletic Footwear,59,115,6785.0,3731.75,0.55,Online
Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Women,Street Footwear,62,108,6696.0,2812.32,0.42,Online
Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Women,Athletic Footwear,62,88,5456.0,2400.64,0.44,Online
Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Men,Apparel,74,105,7770.0,3341.1,0.43,Online
Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Women,Apparel,74,117,8658.0,4242.42,0.49,Online
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Men,Street Footwear,52,145,7540.0,3468.4,0.46,Online
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Men,Athletic Footwear,50,84,4200.0,1974.0,0.47,Online
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Women,Street Footwear,44,90,3960.0,1386.0,0.35,Online
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Women,Athletic Footwear,49,39,1911.0,707.07,0.37,Online
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Men,Apparel,60,54,3240.0,1198.8,0.37,Online
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Women,Apparel,54,78,4212.0,1895.4,0.45,Online
Foot Locker,1185732,2021-02-22,Northeast,New Hampshire,Manchester,Men,Street Footwear,52,173,8996.0,4048.2,0.45,Online
Foot Locker,1185732,2021-02-22,Northeast,New Hampshire,Manchester,Men,Athletic Footwear,53,59,3127.0,1438.42,0.46,Online
Foot Locker,1185732,2021-02-22,Northeast,New Hampshire,Manchester,Women,Street Footwear,43,83,3569.0,1427.6,0.4,Online
Foot Locker,1185732,2021-10-19,Northeast,New Hampshire,Manchester,Men,Street Footwear,52,162,8424.0,3538.08,0.42,Outlet
Foot Locker,1185732,2021-10-19,Northeast,New Hampshire,Manchester,Men,Athletic Footwear,44,99,4356.0,1916.64,0.44,Outlet
Foot Locker,1185732,2021-10-19,Northeast,New Hampshire,Manchester,Women,Street Footwear,52,60,3120.0,1029.6,0.33,Outlet
Foot Locker,1185732,2021-10-19,Northeast,New Hampshire,Manchester,Women,Athletic Footwear,44,61,2684.0,858.88,0.32,Outlet
Foot Locker,1185732,2021-10-19,Northeast,New Hampshire,Manchester,Men,Apparel,50,58,2900.0,928.0,0.32,Outlet
Foot Locker,1185732,2021-10-19,Northeast,New Hampshire,Manchester,Women,Apparel,64,90,5760.0,2246.4,0.39,Outlet
Foot Locker,1185732,2021-11-18,Northeast,New Hampshire,Manchester,Men,Street Footwear,59,149,8791.0,3780.13,0.43,Outlet
Foot Locker,1185732,2021-11-18,Northeast,New Hampshire,Manchester,Men,Athletic Footwear,42,114,4788.0,2058.84,0.43,Outlet
Foot Locker,1185732,2021-11-18,Northeast,New Hampshire,Manchester,Women,Street Footwear,51,114,5814.0,2034.9,0.35,Outlet
Foot Locker,1185732,2021-11-18,Northeast,New Hampshire,Manchester,Women,Athletic Footwear,43,114,4902.0,1666.68,0.34,Outlet
Foot Locker,1185732,2021-11-18,Northeast,New Hampshire,Manchester,Men,Apparel,59,96,5664.0,1925.76,0.34,Outlet
Foot Locker,1185732,2021-11-18,Northeast,New Hampshire,Manchester,Women,Apparel,61,120,7320.0,3001.2,0.41,Outlet
Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Men,Street Footwear,49,200,9800.0,4606.0,0.47,Outlet
Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Men,Athletic Footwear,49,128,6272.0,2634.24,0.42,Outlet
Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Women,Street Footwear,47,128,6016.0,2165.76,0.36,Outlet
Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Women,Athletic Footwear,49,116,5684.0,1989.4,0.35,Outlet
Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Men,Apparel,50,123,6150.0,2275.5,0.37,Outlet
Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Women,Apparel,61,144,8784.0,3513.6,0.4,Outlet
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Men,Street Footwear,36,165,5940.0,2197.8,0.37,Outlet
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Men,Athletic Footwear,36,93,3348.0,1339.2,0.4,Outlet
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Women,Street Footwear,35,99,3465.0,935.55,0.27,Outlet
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Women,Athletic Footwear,33,51,1683.0,471.24,0.28,Outlet
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Men,Apparel,50,64,3200.0,896.0,0.28,Outlet
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Women,Apparel,41,105,4305.0,1377.6,0.32,Outlet
Foot Locker,1185732,2021-02-22,Northeast,New Hampshire,Manchester,Men,Street Footwear,41,184,7544.0,2791.28,0.37,Outlet
Foot Locker,1185732,2021-02-22,Northeast,New Hampshire,Manchester,Men,Athletic Footwear,42,70,2940.0,1234.8,0.42,Outlet
Foot Locker,1185732,2021-02-22,Northeast,New Hampshire,Manchester,Women,Street Footwear,29,83,2407.0,649.89,0.27,Outlet
Foot Locker,1185732,2021-10-05,Northeast,Connecticut,Hartford,Women,Apparel,70,275,192500.0,67375.0,0.35,In-store
Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Men,Street Footwear,65,425,276250.0,110500.0,0.4,In-store
Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Men,Athletic Footwear,55,300,165000.0,66000.0,0.4,In-store
Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Women,Street Footwear,55,295,162250.0,48675.0,0.3,In-store
Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Women,Athletic Footwear,55,275,151250.0,45375.0,0.3,In-store
Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Men,Apparel,65,250,162500.0,48750.0,0.3,In-store
Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Women,Apparel,70,350,245000.0,85750.0,0.35,In-store
Foot Locker,1185732,2021-12-03,Northeast,Connecticut,Hartford,Men,Street Footwear,65,575,373750.0,149500.0,0.4,In-store
Foot Locker,1185732,2021-12-03,Northeast,Connecticut,Hartford,Men,Athletic Footwear,55,375,206250.0,82500.0,0.4,In-store
Foot Locker,1185732,2021-12-03,Northeast,Connecticut,Hartford,Women,Street Footwear,55,350,192500.0,57750.0,0.3,In-store
Foot Locker,1185732,2021-12-03,Northeast,Connecticut,Hartford,Women,Athletic Footwear,55,300,165000.0,49500.0,0.3,In-store
Foot Locker,1185732,2021-12-03,Northeast,Connecticut,Hartford,Men,Apparel,65,300,195000.0,58500.0,0.3,In-store
Foot Locker,1185732,2021-12-03,Northeast,Connecticut,Hartford,Women,Apparel,70,400,280000.0,98000.0,0.35,In-store
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Men,Street Footwear,35,425,148750.0,52062.5,0.35,In-store
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Men,Athletic Footwear,35,225,78750.0,27562.5,0.35,In-store
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Women,Street Footwear,25,225,56250.0,22500.0,0.4,In-store
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Women,Athletic Footwear,30,75,22500.0,9000.0,0.4,In-store
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Men,Apparel,45,125,56250.0,16875.0,0.3,In-store
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Women,Apparel,35,225,78750.0,31500.0,0.4,In-store
Foot Locker,1185732,2021-02-08,Northeast,Connecticut,Hartford,Men,Street Footwear,35,475,166250.0,58187.5,0.35,In-store
Foot Locker,1185732,2021-02-08,Northeast,Connecticut,Hartford,Men,Athletic Footwear,35,125,43750.0,15312.5,0.35,In-store
Foot Locker,1185732,2021-02-08,Northeast,Connecticut,Hartford,Women,Street Footwear,25,175,43750.0,17500.0,0.4,In-store
Foot Locker,1185732,2021-10-05,Northeast,Connecticut,Hartford,Women,Apparel,63,74,4662.0,2331.0,0.5,Online
Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Men,Street Footwear,60,111,6660.0,3330.0,0.5,Online
Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Men,Athletic Footwear,51,84,4284.0,2227.68,0.52,Online
Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Women,Street Footwear,51,80,4080.0,1836.0,0.45,Online
Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Women,Athletic Footwear,50,80,4000.0,1680.0,0.42,Online
Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Men,Apparel,60,68,4080.0,1795.2,0.44,Online
Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Women,Apparel,67,95,6365.0,2991.55,0.47,Online
Foot Locker,1185732,2021-12-03,Northeast,Connecticut,Hartford,Men,Street Footwear,59,150,8850.0,4513.5,0.51,Online
Foot Locker,1185732,2021-12-03,Northeast,Connecticut,Hartford,Men,Athletic Footwear,51,101,5151.0,2627.01,0.51,Online
Foot Locker,1185732,2021-12-03,Northeast,Connecticut,Hartford,Women,Street Footwear,50,88,4400.0,1980.0,0.45,Online
Foot Locker,1185732,2021-12-03,Northeast,Connecticut,Hartford,Women,Athletic Footwear,53,87,4611.0,1936.62,0.42,Online
Foot Locker,1185732,2021-12-03,Northeast,Connecticut,Hartford,Men,Apparel,60,78,4680.0,2106.0,0.45,Online
Foot Locker,1185732,2021-12-03,Northeast,Connecticut,Hartford,Women,Apparel,67,112,7504.0,3451.84,0.46,Online
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Men,Street Footwear,34,115,3910.0,1798.6,0.46,Online
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Men,Athletic Footwear,34,63,2142.0,963.9,0.45,Online
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Women,Street Footwear,24,63,1512.0,831.6,0.55,Online
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Women,Athletic Footwear,29,20,580.0,307.4,0.53,Online
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Men,Apparel,44,33,1452.0,580.8,0.4,Online
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Women,Apparel,33,63,2079.0,1122.66,0.54,Online
Foot Locker,1185732,2021-02-08,Northeast,Connecticut,Hartford,Men,Street Footwear,34,119,4046.0,1982.54,0.49,Online
Foot Locker,1185732,2021-02-08,Northeast,Connecticut,Hartford,Men,Athletic Footwear,34,36,1224.0,575.28,0.47,Online
Foot Locker,1185732,2021-02-08,Northeast,Connecticut,Hartford,Women,Street Footwear,24,49,1176.0,588.0,0.5,Online
Foot Locker,1185732,2021-10-05,Northeast,Connecticut,Hartford,Women,Apparel,46,94,4324.0,1816.08,0.42,Outlet
Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Men,Street Footwear,51,149,7599.0,3267.57,0.43,Outlet
Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Men,Athletic Footwear,37,105,3885.0,1787.1,0.46,Outlet
Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Women,Street Footwear,36,103,3708.0,1371.96,0.37,Outlet
Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Women,Athletic Footwear,39,83,3237.0,1197.69,0.37,Outlet
Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Men,Apparel,44,88,3872.0,1393.92,0.36,Outlet
Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Women,Apparel,52,116,6032.0,2352.48,0.39,Outlet
Foot Locker,1185732,2021-12-03,Northeast,Connecticut,Hartford,Men,Street Footwear,45,173,7785.0,3269.7,0.42,Outlet
Foot Locker,1185732,2021-12-03,Northeast,Connecticut,Hartford,Men,Athletic Footwear,37,131,4847.0,2181.15,0.45,Outlet
Foot Locker,1185732,2021-12-03,Northeast,Connecticut,Hartford,Women,Street Footwear,43,116,4988.0,1646.04,0.33,Outlet
Foot Locker,1185732,2021-12-03,Northeast,Connecticut,Hartford,Women,Athletic Footwear,38,96,3648.0,1276.8,0.35,Outlet
Foot Locker,1185732,2021-12-03,Northeast,Connecticut,Hartford,Men,Apparel,42,99,4158.0,1455.3,0.35,Outlet
Foot Locker,1185732,2021-12-03,Northeast,Connecticut,Hartford,Women,Apparel,52,120,6240.0,2308.8,0.37,Outlet
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Men,Street Footwear,23,149,3427.0,1439.34,0.42,Outlet
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Men,Athletic Footwear,28,79,2212.0,884.8,0.4,Outlet
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Women,Street Footwear,19,72,1368.0,574.56,0.42,Outlet
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Women,Athletic Footwear,24,24,576.0,264.96,0.46,Outlet
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Men,Apparel,34,44,1496.0,538.56,0.36,Outlet
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Women,Apparel,26,72,1872.0,879.84,0.47,Outlet
Foot Locker,1185732,2021-02-08,Northeast,Connecticut,Hartford,Men,Street Footwear,24,162,3888.0,1555.2,0.4,Outlet
Foot Locker,1185732,2021-02-08,Northeast,Connecticut,Hartford,Men,Athletic Footwear,24,41,984.0,383.76,0.39,Outlet
Foot Locker,1185732,2021-02-08,Northeast,Connecticut,Hartford,Women,Street Footwear,18,53,954.0,410.22,0.43,Outlet
Foot Locker,1185732,2021-10-17,Northeast,West Virginia,Charleston,Women,Apparel,50,300,150000.0,60000.0,0.4,In-store
Foot Locker,1185732,2021-11-17,Northeast,West Virginia,Charleston,Men,Street Footwear,45,450,202500.0,81000.0,0.4,In-store
Foot Locker,1185732,2021-11-17,Northeast,West Virginia,Charleston,Men,Athletic Footwear,35,350,122500.0,49000.0,0.4,In-store
Foot Locker,1185732,2021-11-17,Northeast,West Virginia,Charleston,Women,Street Footwear,35,295,103250.0,41300.0,0.4,In-store
Foot Locker,1185732,2021-11-17,Northeast,West Virginia,Charleston,Women,Athletic Footwear,40,325,130000.0,52000.0,0.4,In-store
Foot Locker,1185732,2021-11-17,Northeast,West Virginia,Charleston,Men,Apparel,65,300,195000.0,78000.0,0.4,In-store
Foot Locker,1185732,2021-11-17,Northeast,West Virginia,Charleston,Women,Apparel,70,400,280000.0,112000.0,0.4,In-store
Foot Locker,1185732,2021-12-16,Northeast,West Virginia,Charleston,Men,Street Footwear,65,650,422500.0,169000.0,0.4,In-store
Foot Locker,1185732,2021-12-16,Northeast,West Virginia,Charleston,Men,Athletic Footwear,55,450,247500.0,99000.0,0.4,In-store
Foot Locker,1185732,2021-12-16,Northeast,West Virginia,Charleston,Women,Athletic Footwear,55,350,192500.0,77000.0,0.4,In-store
Foot Locker,1185732,2021-12-16,Northeast,West Virginia,Charleston,Men,Apparel,65,350,227500.0,91000.0,0.4,In-store
Foot Locker,1185732,2021-12-16,Northeast,West Virginia,Charleston,Women,Apparel,70,450,315000.0,126000.0,0.4,In-store
Foot Locker,1185732,2021-01-24,Northeast,West Virginia,Charleston,Men,Street Footwear,35,425,148750.0,59500.0,0.4,In-store
Foot Locker,1185732,2021-01-24,Northeast,West Virginia,Charleston,Men,Athletic Footwear,35,225,78750.0,27562.5,0.35,In-store
Foot Locker,1185732,2021-01-24,Northeast,West Virginia,Charleston,Women,Street Footwear,25,225,56250.0,19687.5,0.35,In-store
Foot Locker,1185732,2021-01-24,Northeast,West Virginia,Charleston,Women,Athletic Footwear,30,75,22500.0,7875.0,0.35,In-store
Foot Locker,1185732,2021-01-24,Northeast,West Virginia,Charleston,Men,Apparel,45,125,56250.0,16875.0,0.3,In-store
Foot Locker,1185732,2021-01-24,Northeast,West Virginia,Charleston,Women,Apparel,35,225,78750.0,23625.0,0.3,In-store
Foot Locker,1185732,2021-02-22,Northeast,West Virginia,Charleston,Men,Street Footwear,35,475,166250.0,66500.0,0.4,In-store
Foot Locker,1185732,2021-06-22,Northeast,Maryland,Baltimore,Women,Street Footwear,40,175,70000.0,24500.0,0.35,In-store
Foot Locker,1185732,2021-06-22,Northeast,Maryland,Baltimore,Women,Athletic Footwear,40,150,60000.0,21000.0,0.35,In-store
Foot Locker,1185732,2021-06-22,Northeast,Maryland,Baltimore,Men,Apparel,50,150,75000.0,22500.0,0.3,In-store
Foot Locker,1185732,2021-06-22,Northeast,Maryland,Baltimore,Women,Apparel,55,300,165000.0,49500.0,0.3,In-store
Foot Locker,1185732,2021-07-20,Northeast,Maryland,Baltimore,Men,Street Footwear,50,525,262500.0,105000.0,0.4,In-store
Foot Locker,1185732,2021-10-22,Northeast,Maryland,Baltimore,Women,Athletic Footwear,50,75,37500.0,13125.0,0.35,In-store
Foot Locker,1185732,2021-10-22,Northeast,Maryland,Baltimore,Men,Apparel,60,75,45000.0,13500.0,0.3,In-store
Foot Locker,1185732,2021-10-22,Northeast,Maryland,Baltimore,Women,Apparel,65,200,130000.0,39000.0,0.3,In-store
Foot Locker,1185732,2021-11-21,Northeast,Maryland,Baltimore,Men,Street Footwear,60,350,210000.0,84000.0,0.4,In-store
Foot Locker,1185732,2021-11-21,Northeast,Maryland,Baltimore,Men,Athletic Footwear,50,175,87500.0,30625.0,0.35,In-store
Foot Locker,1185732,2021-11-21,Northeast,Maryland,Baltimore,Women,Street Footwear,50,170,85000.0,29750.0,0.35,In-store
Foot Locker,1185732,2021-11-21,Northeast,Maryland,Baltimore,Women,Athletic Footwear,50,150,75000.0,26250.0,0.35,In-store
Foot Locker,1185732,2021-11-21,Northeast,Maryland,Baltimore,Men,Apparel,60,125,75000.0,22500.0,0.3,In-store
